Entry,Progen2_medium_ll,Progen2_base_ll,Progen2_large_ll,Progen2_xlarge_ll,Progen2_BFD90_ll,ESM2_650M_pppl,ESM2_3B_pppl,ESM2_15B_pppl
P32556,-1.312005579,-1.651745558,-1.285942912,-0.860910833,-1.085264087,-1.625129394,-1.51653047,-1.456626445
P49375,-0.789906949,-0.731759071,-0.73270908,-0.544415355,-0.679656148,-1.562126614,-1.424288471,-1.394115114
P49376,-0.675671309,-0.66525656,-0.613771111,-0.51085788,-0.618060619,-1.976530627,-1.863884071,-1.814194881
P81381,-1.208171725,-1.208376586,-1.178293288,-0.738460481,-1.02394253,-2.021972337,-1.812586984,-1.732480874
P92811,-1.531462908,-2.061733663,-1.435915709,-0.933517188,-1.467179537,-1.030550013,-0.794829606,-0.781990008
Q6CII9,-1.580879152,-1.566385508,-1.563343227,-1.129634738,-1.495064497,-1.369923519,-1.282433556,-1.296392498
Q6CIR6,-2.146171212,-2.03453815,-2.225856185,-1.497053564,-1.972165883,-1.576423408,-1.523685768,-1.360738451
Q6CJ48,-1.312946916,-1.294826388,-1.303953767,-0.934912115,-1.140997291,-1.593163736,-1.332834881,-1.302784953
Q6CJG5,-1.21191144,-1.144886017,-1.174951255,-0.8360672,-1.049602509,-1.033758801,-0.982818513,-1.054343152
Q6CK57,-1.061993957,-0.987174988,-1.023103356,-0.789800286,-0.932652026,-1.397834444,-1.398620442,-1.389737304
Q6CKC6,-2.580310345,-2.557361245,-2.602270603,-2.301248789,-2.516940713,-1.767387395,-1.559641239,-1.515567346
Q6CKI0,-2.310207367,-2.26625514,-2.343652725,-1.591671526,-2.085294127,-1.885378838,-1.663678794,-1.54985547
Q6CLC9,-1.375706434,-1.388357341,-1.378372133,-0.924957246,-1.213445842,-1.819361659,-1.706478981,-1.732705678
Q6CLD6,-2.181618214,-2.12687552,-2.200348735,-1.857456267,-2.131019831,-1.688510419,-1.583999602,-1.557359953
Q6CLH3,-2.536632299,-2.484135389,-2.531174421,-2.067474723,-2.410912514,-1.909561431,-1.712768442,-1.556856433
Q6CLS2,-1.184321404,-1.139802814,-1.179521084,-0.85697782,-1.101765037,-1.533096277,-1.387607937,-1.434425266
Q6CM87,-2.251278639,-2.029222906,-2.060655415,-1.689321995,-1.988196015,-1.350364586,-1.219957414,-1.198954361
Q6CMG4,-1.681851566,-2.379472494,-1.819229662,-1.303078711,-1.651750743,-1.385024817,-1.251135549,-1.114004963
Q6CMJ8,-2.465204835,-2.451219201,-2.444401264,-1.4535532,-2.168204069,-1.787866821,-1.580460162,-1.45286486
Q6CMR5,-1.832122862,-1.911579967,-1.979644537,-1.36731571,-1.686356902,-1.360403197,-1.27193541,-1.215576281
Q6CMZ9,-2.0956949,-2.026497424,-2.105396986,-1.726686358,-2.05087918,-1.506308927,-1.401690675,-1.287421307
Q6CN12,-1.276461601,-1.267475188,-1.247563899,-0.938061625,-1.187256932,-1.848699193,-1.717587927,-1.74248768
Q6CP80,-1.502713025,-1.490525007,-1.505177796,-1.185908377,-1.376341939,-1.494030253,-1.353890185,-1.411145356
Q6CPE2,-1.174044251,-1.144389153,-1.178588569,-0.897341132,-1.095326304,-1.194931406,-1.130961497,-1.061774439
Q6CPQ9,-0.753208548,-0.700303137,-0.693237633,-0.530702621,-0.659090936,-1.626597571,-1.433085094,-1.313526048
Q6CQ65,-0.987141967,-0.987254113,-1.031823784,-0.577429086,-0.844921619,-1.506968153,-1.257674571,-1.176984767
Q6CQN7,-1.496743619,-1.407200396,-1.398329735,-1.112045467,-1.306036234,-1.329279454,-1.218160432,-1.212633473
Q6CQP3,-1.861973286,-1.835033178,-1.969452202,-1.568873107,-1.795387805,-1.690240369,-1.571290548,-1.617688163
Q6CQQ1,-1.680105567,-1.565346479,-1.577186286,-1.03625381,-1.462226808,-1.5771744,-1.481292203,-1.358884404
Q6CRY5,-0.97197184,-0.989396662,-1.006194383,-0.647270054,-0.932409823,-1.55583652,-1.435238965,-1.362566894
Q6CS90,-2.504494905,-2.362450719,-2.547270775,-1.78113848,-2.287370205,-1.853429946,-1.640865181,-1.578009612
Q6CSA1,-2.316681385,-2.312851548,-2.295869112,-2.233877659,-2.290912032,-2.254457493,-2.242794046,-2.258357928
Q6CT90,-2.420836329,-2.353315592,-2.384796143,-1.979765952,-2.336905718,-1.808041374,-1.624528358,-1.423548452
Q6CU71,-0.914299339,-0.872003943,-0.888255864,-0.560790271,-0.769233286,-1.376738677,-1.305530547,-1.181648682
Q6CUC3,-2.797070265,-2.754877687,-2.820887566,-2.330174565,-2.751849413,-1.829749997,-1.597546997,-1.44494885
Q6CUC8,-1.181281745,-1.1227507,-1.174990594,-0.830356151,-1.036091119,-1.868023723,-1.533505271,-1.480462154
Q6CV81,-1.610150814,-1.582470298,-1.621345401,-1.080971301,-1.4537642,-1.460427189,-1.363893578,-1.397017455
Q6CVE9,-1.321577668,-1.289916337,-1.209271014,-0.826957345,-1.218911648,-1.307243223,-1.172898727,-1.143563682
Q6CVF7,-2.151710272,-2.113696218,-2.182104349,-1.758554995,-2.062323093,-1.75972759,-1.63175963,-1.544692164
Q6CVG8,-2.227546811,-2.153594971,-2.253348351,-1.649045825,-2.101265669,-1.811957503,-1.770691677,-1.699194003
Q6CVS4,-1.726427138,-1.653325498,-1.685329139,-1.145828128,-1.479849815,-1.432162501,-1.208927503,-1.194266256
Q6CWS4,-2.310644984,-2.296551347,-2.321087122,-2.1251688,-2.273973942,-1.870809617,-1.637128823,-1.377782871
Q6CWV0,-1.495948553,-1.453876734,-1.532642424,-1.121245384,-1.415192425,-1.410124984,-1.250086647,-1.215602032
Q6CWX1,-2.442946434,-2.376030922,-2.365488529,-1.978302002,-2.231434822,-1.661840969,-1.526552775,-1.510146246
Q6CXT6,-1.590593815,-2.879698277,-1.428364515,-0.692166537,-1.230106235,-0.781290895,-0.605269226,-0.556273852
Q6CY34,-2.446276426,-2.389558792,-2.341118455,-1.869943976,-2.303065181,-1.803758806,-1.502848596,-1.162124044
Q6CY47,-1.432461262,-1.359777689,-1.398496807,-0.947302401,-1.222878993,-1.562068288,-1.43931194,-1.302183288
Q70CP7,-0.782575876,-0.76326111,-0.752306372,-0.526946262,-0.675799817,-1.112221074,-1.014152961,-0.955700977
O60041,-1.388306379,-1.253771126,-1.381786108,-1.250179827,-1.349583447,-1.21399341,-1.16376541,-1.134820577
P14828,-0.896547228,-0.903846711,-0.856989592,-0.643679619,-0.791988373,-1.004893947,-0.856765667,-0.909363129
P27069,-0.831294805,-0.79685691,-0.727805167,-0.622984558,-0.696283847,-1.728859311,-1.589742668,-1.24241485
P31027,-0.772304028,-0.987533957,-0.789375246,-0.676051348,-0.771525383,-2.272028348,-1.983181399,-1.873267094
P38664,-1.545266151,-2.158664525,-1.256197214,-0.95136115,-1.277597964,-1.413527192,-1.224951229,-1.173178542
P38665,-1.332905233,-1.252116263,-1.273614645,-0.846887261,-1.225111902,-1.098256798,-0.888280222,-0.79645115
Q00608,-2.566388488,-2.743055463,-2.590902567,-1.717051387,-2.539819598,-1.487697228,-1.074935348,-1.175544998
Q6CIN0,-2.782354116,-2.77558291,-2.784160852,-2.565852523,-2.756783128,-2.047237025,-1.816708389,-1.739568783
Q6CIU0,-2.837635279,-2.82623136,-2.85327208,-2.491743684,-2.852530837,-1.753092702,-1.443946466,-1.224236738
Q6CJA3,-2.748873353,-2.754033685,-2.755859375,-2.476419091,-2.734191179,-2.090817114,-1.716706652,-1.516031008
Q6CJI3,-2.579161048,-2.750445843,-2.699025512,-2.181115627,-2.592717052,-1.661168472,-1.466614757,-1.312587028
Q6CJI9,-2.53256464,-2.54103601,-2.57980752,-2.208295822,-2.446734905,-1.871928799,-1.718725572,-1.551494593
Q6CJR7,-0.835992813,-0.753874153,-0.812198848,-0.567068249,-0.719971359,-2.045243324,-1.877670658,-1.672009983
Q6CK06,-2.772047281,-2.772813916,-2.780036449,-2.72472012,-2.777270794,-2.491705569,-2.25911847,-2.052354559
Q6CK29,-2.048070669,-2.023363113,-2.084877491,-1.685845375,-1.967003763,-1.949951398,-1.922709317,-1.890973167
Q6CKE2,-2.903775811,-2.917216539,-2.921516538,-2.797668219,-2.901969194,-1.993539701,-1.791661568,-1.850537361
Q6CKR8,-1.302592695,-1.189892352,-1.13814801,-0.504928693,-0.96335575,-1.801280994,-1.703949027,-1.666571439
Q6CKU5,-2.866346836,-2.86764884,-2.866501331,-2.558767557,-2.866891026,-2.047341963,-1.82260245,-1.698580965
Q6CKV6,-2.304161787,-2.251929402,-2.284021735,-1.860790253,-2.134696007,-1.676389521,-1.526800598,-1.445587126
Q6CKX3,-1.817203224,-1.789379954,-1.784235537,-1.45323813,-1.62226069,-1.419986597,-1.366552689,-1.25468798
Q6CKZ5,-2.819454432,-2.818463445,-2.821152568,-2.735270381,-2.81221211,-2.389129387,-2.081796601,-1.686233828
Q6CL82,-1.104790092,-1.039326251,-1.030522406,-0.72123903,-0.952501804,-1.753778551,-1.697729107,-1.680380353
Q6CLC8,-2.734829426,-2.716592312,-2.729348183,-2.617462635,-2.724464893,-2.174904558,-1.745788259,-1.476286666
Q6CLF6,-2.836299777,-2.802850246,-2.817039609,-1.791222513,-2.545248032,-1.875435099,-1.702244805,-1.54900231
Q6CLH6,-2.803304434,-2.805355906,-2.79975009,-2.781296849,-2.802406311,-2.241859541,-2.032919724,-1.955085217
Q6CM04,-1.122890174,-1.088395953,-1.047226608,-0.733237982,-0.947640121,-2.093128215,-1.470680816,-1.423840526
Q6CM22,-2.77978909,-2.779732227,-2.790332794,-2.356051922,-2.763111115,-1.977363673,-1.684477238,-1.562296353
Q6CMF5,-2.161239386,-2.11920166,-2.217710853,-1.630521894,-1.978467405,-1.691164177,-1.410286784,-1.356205816
Q6CMK8,-2.389737606,-2.306002021,-2.514989614,-1.835397303,-2.276893735,-1.7321613,-1.617778952,-1.470742557
Q6CNC2,-2.597811699,-2.540555954,-2.677607179,-1.528286219,-2.375286222,-1.90325913,-1.66002942,-1.329288284
Q6CND9,-2.081647158,-2.048151493,-2.105580211,-1.627125204,-1.847022414,-1.606695573,-1.488235495,-1.396334296
Q6CNY8,-1.874924183,-1.766259134,-1.846448421,-1.514599621,-1.737021267,-1.384699466,-1.302681808,-1.257206993
Q6CP16,-2.762712717,-2.785924673,-2.830689788,-1.943288267,-2.583066106,-2.037981448,-1.598166813,-1.484904964
Q6CP18,-2.194005013,-2.057816505,-2.257351398,-1.46004802,-2.079480708,-1.792763936,-1.619934051,-1.527016896
Q6CP69,-2.520563722,-2.515312433,-2.592239618,-2.025122046,-2.471156001,-1.517649183,-1.214460758,-0.755005057
Q6CP77,-2.559760928,-2.535937428,-2.633893847,-2.049132824,-2.341493607,-2.484504454,-2.441885658,-2.371062359
Q6CPG3,-2.661180735,-2.97279942,-2.623464227,-1.888345182,-2.422401547,-2.903159872,-1.986157705,-1.92371516
Q6CPK5,-2.495269656,-2.524813652,-2.496016622,-1.939660847,-2.356702209,-1.723859441,-1.551865499,-1.407413653
Q6CQA6,-1.33833164,-1.161836684,-1.201538503,-0.666162908,-1.153576374,-1.171264955,-1.019073643,-0.795887459
Q6CQH2,-2.548950195,-2.515452981,-2.528423309,-2.224918842,-2.408098459,-1.771214412,-1.433161874,-1.299477349
Q6CQN6,-2.764927745,-2.769939303,-2.770660162,-2.685813904,-2.758175254,-2.240815142,-1.919786026,-1.453602481
Q6CQQ0,-2.859657884,-2.860028625,-2.862082481,-2.867879748,-2.85890317,-2.297562013,-1.911292823,-1.4742651
Q6CQW3,-2.6846627,-2.666711926,-2.679572582,-1.800331891,-2.506536484,-1.709917047,-1.490818882,-1.416948944
Q6CQX4,-1.17696768,-1.502157867,-1.406718135,-0.885791808,-1.132021785,-0.875241116,-0.718145411,-0.559040391
Q6CQZ5,-2.350307465,-2.300995827,-2.366620183,-1.928409398,-2.272876501,-1.695660545,-1.577021979,-1.516486718
Q6CR96,-2.800704837,-2.798271179,-2.799754739,-2.744672656,-2.799606919,-2.129143882,-1.791152036,-1.603140577
Q6CRE7,-1.91367507,-1.887013972,-1.892947912,-1.618627369,-1.795520306,-1.529135824,-1.432510916,-1.379120445
Q6CRY2,-2.83955884,-2.844660282,-2.844982982,-2.705205441,-2.845774531,-2.273976034,-2.038202689,-1.669543051
Q6CRY8,-2.731411695,-2.595817089,-2.722741842,-2.291507959,-2.625616908,-1.987832678,-1.719972222,-1.535677815
Q6CT76,-2.744832993,-2.746199846,-2.727602243,-2.087046623,-2.52261579,-1.987086445,-1.771844957,-1.379174602
Q6CTH3,-1.39066422,-1.166267276,-1.271108449,-0.695764184,-1.141502082,-2.708455127,-0.704175137,-0.631572284
Q6CTI7,-2.849036455,-2.84672296,-2.846814036,-2.378656626,-2.813012838,-1.596928994,-1.431844809,-1.384460757
Q6CTQ9,-2.863547802,-2.872123361,-2.865206242,-2.871260047,-2.864380002,-2.266140463,-1.983778597,-1.457679223
Q6CTT6,-2.812843561,-2.796381712,-2.804759622,-2.077768207,-2.678685546,-2.681339149,-1.718464134,-1.720984882
Q6CU37,-2.116654515,-2.055196524,-2.100144327,-1.736238599,-1.95946461,-1.548926209,-1.472156673,-1.398379289
Q6CUD2,-2.684664726,-2.710228682,-2.693104029,-2.178389192,-2.581939816,-1.938790613,-1.750152246,-1.405720972
Q6CUD5,-2.745348215,-2.766594172,-2.764910698,-2.41546452,-2.721639872,-1.958773595,-1.791676838,-1.678548593
Q6CUY0,-2.487690449,-2.534731984,-2.407116294,-1.424121618,-1.931739748,-1.578237733,-1.45543351,-1.428021554
Q6CV83,-2.677855015,-2.702327132,-2.67962718,-2.216414213,-2.63337183,-1.931737917,-1.771280496,-1.43963847
Q6CVF3,-2.731561542,-2.749626994,-2.746897459,-2.738677502,-2.75327611,-2.125226645,-1.804507711,-1.54026948
Q6CVN3,-2.599697471,-2.556561351,-2.62797606,-1.976284146,-2.461936355,-2.019165431,-1.726107976,-1.52970913
Q6CW22,-1.417348981,-2.440872669,-1.360095024,-1.291177213,-1.415734351,-2.611623887,-2.648800508,-2.515065786
Q6CWD0,-1.214533269,-1.178176999,-1.106356502,-0.80146271,-1.124872267,-1.947491949,-1.74215373,-1.637633464
Q6CWG6,-2.245482445,-2.142629147,-2.156424522,-1.694374442,-1.947863281,-1.543915873,-1.22672009,-0.962753686
Q6CWK2,-2.770770907,-2.766044259,-2.771128058,-2.665515542,-2.776178837,-2.123509061,-1.933961893,-1.888187271
Q6CWT4,-2.300889015,-2.348068953,-2.474789143,-1.57898289,-2.173244715,-1.596856296,-1.351840144,-1.17501326
Q6CWX6,-1.245546103,-1.202701867,-1.286291659,-0.801999241,-1.140987277,-1.835957657,-1.621595142,-1.441236972
Q6CYC1,-2.810465217,-2.809575677,-2.809241533,-2.706710219,-2.815500259,-2.291050677,-1.952233553,-1.797969222
Q6DN56,-2.535268903,-2.543771982,-2.535281777,-2.525694609,-2.525692105,-2.051792984,-1.827974342,-1.690913967
Q6DN61,-1.928951383,-1.876887023,-1.809208691,-1.373099744,-1.708924353,-1.564216803,-1.319548935,-1.130775799
Q874T6,-1.046946406,-0.999289274,-1.005336851,-0.628183514,-0.917467862,-1.515966069,-1.370781015,-1.315276083
Q875N2,-1.038561106,-0.942707658,-0.970635891,-0.702937424,-0.918622941,-0.788719377,-0.665748022,-0.624065517
Q9XLW9,-1.622772276,-1.591309965,-1.6292153,-1.114569008,-1.5299896,-1.712046317,-1.599682655,-1.58397362
P00939,-0.6778166,-0.727260292,-0.706495166,-0.276088744,-0.598100483,-0.829809089,-0.765776099,-0.605627757
P09212,-1.253138542,-1.1899243,-1.296683013,-0.911975145,-1.208093405,-1.168216341,-1.094523107,-1.141873158
P15253,-0.740614176,-0.737681955,-0.762823641,-0.489214495,-0.643647701,-0.929337923,-0.735357621,-0.595292243
P46406,-0.211426042,-0.194170557,-0.261269197,-0.125903718,-0.178112835,-1.19657677,-1.020853005,-0.923947201
P55823,-0.35177958,-0.267668687,-0.409592882,-0.084902966,-0.206801988,-1.55990359,-1.347144098,-1.128264673
Q09YN6,-1.797242582,-1.631062925,-1.699043453,-0.880207658,-1.204833865,-0.937256832,-0.473452106,-0.359094678
Q9N1E2,-0.676804423,-0.675303668,-0.696899116,-0.365284011,-0.567913353,-0.972174146,-0.86317125,-0.840568011
O79429,-0.181577422,-0.19579231,-0.203340024,-0.156126603,-0.176310495,-1.63589679,-1.576314515,-1.622433124
P00008,-0.461606234,-0.909432769,-0.508549944,-0.262598291,-0.381876558,-1.252609897,-1.215961457,-1.191122083
P39056,-2.800425291,-2.941114306,-2.638927341,-1.57387954,-2.483002424,-2.909269734,-0.967252663,-0.787608503
P62160,-0.163155198,-0.17096889,-0.125202209,-0.11653126,-0.135193266,-0.744219801,-0.616856891,-0.426624804
P84246,-0.169377066,-0.164563306,-0.171084493,-0.124029242,-0.153557993,-1.550915882,-1.264100893,-1.140920472
Q09YN4,-0.38007392,-0.407953411,-0.44090566,-0.165605485,-0.314533591,-0.427980755,-0.333661773,-0.23413274
O79427,-0.604470074,-0.595061123,-0.611964762,-0.526160955,-0.577303886,-1.285020648,-1.115721873,-0.989971328
O79428,-0.981205583,-0.983696431,-0.983041018,-0.849566758,-0.921787024,-1.128320717,-0.982678888,-0.937039424
O79431,-1.946150243,-2.963404298,-2.179867327,-1.593945503,-2.009715497,-1.66145306,-1.444503585,-1.362362694
O79432,-0.552686855,-0.496270403,-0.530398861,-0.402841091,-0.467265919,-0.660147097,-0.601191882,-0.487893395
O79433,-0.403676033,-0.398973972,-0.395169556,-0.318306908,-0.344468683,-1.225025764,-0.911672649,-0.869571517
O79434,-0.875136286,-2.293043733,-0.866376162,-0.688401103,-0.768350989,-1.074659379,-0.772981659,-0.678958074
O79435,-0.877840251,-2.688609242,-0.941378921,-0.726613313,-0.830988705,-0.612313679,-0.614935639,-0.564648861
O79436,-0.723153651,-0.685383141,-0.718719155,-0.589810789,-0.621185333,-1.182634989,-1.060503876,-0.807165894
O79437,-1.243488014,-1.157499492,-0.767545283,-0.838211417,-1.044536978,-1.595938427,-1.346826311,-1.143482907
O79438,-0.870961964,-0.879340947,-0.917933166,-0.667706519,-0.794683963,-0.857564578,-0.638378836,-0.445629024
P19949,-1.626808643,-1.711361468,-1.473874152,-1.108792067,-1.420507014,-2.708817655,-2.673942554,-2.638128846
P34863,-0.392459497,-0.388250232,-0.394187018,-0.367874607,-0.376666471,-1.836015485,-1.653188048,-1.583012528
P41982,-0.768235505,-0.718072116,-0.796766132,-0.552286416,-0.669959724,-1.397373822,-1.225186065,-1.197671854
P98049,-0.361937299,-0.35326533,-0.403959602,-0.271221086,-0.329988033,-0.953142214,-0.587858588,-0.412337519
Q5IH81,-1.043257475,-0.899921894,-0.984526128,-0.373820946,-0.544644803,-1.067122831,-0.709415268,-0.396455385
B0XZ33,-0.77420789,-0.719089329,-0.745210737,-0.388925776,-0.671408266,-1.490996211,-1.384398957,-1.32288461
B0Y3W4,-1.223855436,-1.15823406,-1.166796088,-0.623606443,-0.947976261,-0.948670459,-0.68293658,-0.597286321
Q4WC55,-0.803538948,-0.812264889,-0.874151915,-0.574203521,-0.685412973,-0.993845043,-0.725372088,-0.554383695
Q4WDE1,-1.349948645,-1.261971653,-1.417470336,-0.819540113,-1.135452986,-1.489962059,-1.347002966,-1.304867875
Q4WJ21,-0.854629844,-0.843199611,-0.913069367,-0.602491587,-0.793421984,-1.427398346,-1.368308553,-1.323011548
Q4WKL7,-1.17297864,-1.201854289,-1.266555488,-0.705143183,-0.989227057,-1.33913713,-0.992761457,-0.864089809
Q4WTN9,-1.211085498,-1.200150192,-1.260071099,-0.985088915,-1.182559192,-1.109628399,-1.046385224,-0.970767693
Q4WU59,-1.745152831,-1.609635472,-1.739971459,-0.997629434,-1.373896301,-0.869449063,-0.653193509,-0.587290534
Q4WUE0,-1.223855436,-1.15823406,-1.166796088,-0.623606443,-0.947976261,-0.948670459,-0.68293658,-0.597286321
Q4WWJ1,-0.781882524,-0.727220625,-0.754852772,-0.399416104,-0.677114367,-1.490891911,-1.391272819,-1.324753756
Q4X0Z7,-1.064262509,-1.072493494,-1.021988004,-0.74274978,-1.015791625,-1.15828175,-1.010436125,-0.993683582
Q4X117,-1.495398045,-1.463186502,-1.490320265,-0.861928433,-1.136911154,-1.279246037,-1.047526952,-0.962103731
Q96X30,-0.629655987,-0.640164256,-0.546572864,-0.328931689,-0.468047053,-1.114067344,-1.028317031,-0.997195373
A4D9P4,-2.23126483,-2.04048419,-2.393923521,-1.060443819,-1.729016423,-1.314751325,-1.011823805,-0.796202067
B0XN24,-1.959093451,-1.927441597,-2.04900682,-1.36328721,-1.832495987,-1.670884797,-1.402078602,-1.311555074
B0XNF8,-1.254019082,-1.232144415,-1.315553188,-0.730130613,-1.051531374,-1.538954047,-1.378392317,-1.282894186
B0XP13,-1.124360263,-1.127039909,-0.881412387,-0.419886693,-0.917352229,-1.165593849,-0.97842837,-0.91687824
B0XPG0,-2.138923883,-1.969194949,-2.181146145,-1.162405729,-1.61719507,-1.489070921,-1.392500195,-1.355422158
B0XPW9,-0.854629844,-0.843199611,-0.913069367,-0.602491587,-0.793421984,-1.427398346,-1.368308553,-1.323011548
B0XRG7,-1.17297864,-1.201854289,-1.266555488,-0.705143183,-0.989227057,-1.33913713,-0.992761457,-0.864089809
B0XS28,-1.387508512,-1.259429187,-1.304031372,-0.639065862,-0.917528391,-0.50590612,-0.406199496,-0.299403927
B0XSI3,-1.495398045,-1.463186502,-1.490320265,-0.861928433,-1.136911154,-1.279246037,-1.047526952,-0.962103731
B0XU47,-1.800075829,-1.49279654,-1.354157209,-0.638661206,-1.04831022,-1.48560327,-0.988926396,-0.769913864
B0XUW3,-1.465450227,-1.42378372,-1.632939637,-0.804359734,-1.192327023,-1.288455625,-0.887316138,-0.772644731
B0XXK5,-1.541296363,-1.421566308,-1.576541305,-0.705581427,-1.2351982,-1.652640086,-1.467070032,-1.311970659
B0XXS1,-1.773060262,-1.556259274,-1.645872712,-1.161215901,-1.316307425,-1.674685339,-1.322566835,-1.292210611
B0XY69,-2.395503759,-2.207957506,-2.368661165,-0.796133161,-1.718396306,-1.18391098,-0.866653435,-0.693295158
B0XYQ4,-1.807739258,-1.746235967,-1.882108331,-1.427918494,-1.713961184,-1.54077343,-1.327440512,-1.337876644
B0XYY2,-1.014289767,-1.037730396,-0.955438912,-0.679087877,-0.849018484,-1.555907471,-1.418550404,-1.418916514
B0Y4I9,-1.691072762,-1.647807181,-1.723058462,-1.153187633,-1.461420178,-1.656887973,-1.342381611,-1.153397235
B0Y4N9,-1.201259494,-1.095445275,-1.201130509,-0.580881268,-0.95228532,-0.822165751,-0.589716421,-0.402918505
B0Y5C3,-1.371666729,-1.343423009,-1.397835672,-1.064787269,-1.200530052,-1.514448857,-1.363625168,-1.402648136
B0Y604,-0.929161549,-0.895579338,-0.92120412,-0.624114215,-0.819239408,-1.663291685,-1.551297268,-1.468006443
B0Y612,-1.337972403,-1.194689751,-1.246359587,-0.636942834,-1.050542921,-1.441233031,-1.19412515,-1.099297265
B0Y7C3,-1.546849668,-1.449928582,-1.50430423,-0.929298997,-1.214259803,-1.339689314,-1.22934756,-1.127420081
B0Y7Q2,-1.769730926,-1.688464522,-1.918201745,-1.02884838,-1.388601661,-1.546802489,-1.369180234,-1.281019472
B0Y9Q4,-0.803538948,-0.812264889,-0.874151915,-0.574203521,-0.685412973,-0.993845043,-0.725372088,-0.554383695
B0YEH1,-1.343355596,-1.204863667,-1.365507662,-0.628145188,-0.980387241,-1.502160846,-1.401691604,-1.427870004
P56630,-0.863428593,-0.891900003,-0.647304416,-0.523092061,-0.691402227,-1.763851933,-1.393450334,-1.376031379
Q4W9S8,-1.343355596,-1.204863667,-1.365507662,-0.628145188,-0.980387241,-1.502160846,-1.401691604,-1.427870004
Q4WA70,-0.72615841,-0.710705221,-0.7141155,-0.564665765,-0.697953701,-1.591947052,-1.516264877,-1.400389564
Q4WAH2,-1.407914639,-1.254159033,-1.346686721,-0.931267768,-1.140170872,-1.473323605,-1.388680847,-1.362926058
Q4WD81,-1.093144953,-1.05484435,-0.965055823,-0.638982922,-0.835500121,-1.177238014,-1.086741968,-1.109924207
Q4WDE9,-0.729055673,-0.736061454,-0.727511793,-0.498150095,-0.678509802,-1.387618572,-1.142834304,-1.101527086
Q4WE68,-1.075026095,-0.989743918,-1.167203307,-0.582247049,-0.917309403,-1.898244222,-1.639133415,-1.547681993
Q4WFT3,-1.308801591,-1.297254562,-1.236465573,-0.806698382,-1.123089314,-1.511742254,-1.423031759,-1.264416585
Q4WG69,-2.113137543,-2.058980644,-2.125830531,-0.964801461,-1.75786984,-1.376412826,-0.952931886,-0.840480202
Q4WGL2,-1.928825676,-1.926855922,-1.928828001,-1.549651384,-1.771208286,-2.174569814,-2.133689744,-2.114541432
Q4WHG5,-1.178966045,-1.174975395,-1.177763999,-0.744550407,-0.993866175,-1.515883793,-1.377351541,-1.293566931
Q4WJH4,-2.138923883,-1.969194949,-2.181146145,-1.162405729,-1.61719507,-1.489070921,-1.392500195,-1.355422158
Q4WJQ1,-1.124360263,-1.127039909,-0.881412387,-0.419886693,-0.917352229,-1.165593849,-0.97842837,-0.91687824
Q4WJR4,-2.401409149,-2.357307911,-2.438680649,-1.888425171,-2.257478595,-1.650076013,-1.452952494,-1.179191328
Q4WKB4,-1.534286618,-1.502648354,-1.578624547,-1.082769573,-1.348060489,-1.235265548,-1.084190242,-0.869262836
Q4WMU1,-1.2066558,-1.18791312,-1.376961708,-0.850161672,-1.109790266,-1.010824578,-0.822618566,-0.727135027
Q4WMU9,-1.771920383,-1.692887425,-1.923785031,-1.03273192,-1.396675766,-1.547691453,-1.372233035,-1.283104836
Q4WN42,-1.896092772,-1.826098561,-1.920086205,-1.28175205,-1.526186049,-1.438850204,-1.284350211,-1.151111023
Q4WN75,-1.546849668,-1.449928582,-1.50430423,-0.929298997,-1.214259803,-1.339689314,-1.22934756,-1.127420081
Q4WN99,-1.78391856,-1.627884924,-1.77974987,-0.91435945,-1.275085807,-1.475187026,-1.11173177,-0.902930227
Q4WNA5,-2.59184134,-2.451982498,-2.656924725,-1.138633013,-2.222877741,-1.409139384,-0.984102492,-0.790050406
Q4WND3,-1.917841733,-1.753605902,-1.960859954,-0.885181189,-1.460983992,-1.260268563,-1.046830492,-0.980859372
Q4WNI1,-1.371666729,-1.343423009,-1.397835672,-1.064787269,-1.200530052,-1.514448857,-1.363625168,-1.402648136
Q4WP57,-0.929161549,-0.895579338,-0.92120412,-0.624114215,-0.819239408,-1.663291685,-1.551297268,-1.468006443
Q4WP65,-1.337972403,-1.194689751,-1.246359587,-0.636942834,-1.050542921,-1.441233031,-1.19412515,-1.099297265
Q4WPP2,-1.876396716,-1.757826507,-1.974968374,-1.248467326,-1.669437289,-1.839167983,-1.636456596,-1.478961735
Q4WPU8,-1.852987647,-2.431224585,-1.89465487,-1.641786158,-1.819361389,-1.3599785,-1.343980132,-1.214726928
Q4WQB9,-1.68809849,-1.649009466,-1.719760478,-1.157728136,-1.465004265,-1.651564594,-1.338007186,-1.140687767
Q4WQH4,-1.201259494,-1.095445275,-1.201130509,-0.580881268,-0.95228532,-0.822165751,-0.589716421,-0.402918505
Q4WQM6,-1.407032907,-1.409121215,-1.442582846,-0.9163149,-1.327766299,-0.944877011,-0.780346605,-0.646643885
Q4WRQ7,-1.254019082,-1.232144415,-1.315553188,-0.730130613,-1.051531374,-1.538954047,-1.378392317,-1.282894186
Q4WRX2,-1.959093451,-1.927441597,-2.04900682,-1.36328721,-1.832495987,-1.670884797,-1.402078602,-1.311555074
Q4WUG4,-1.480055213,-1.404773474,-1.4834916,-0.866552025,-1.161460519,-1.171413797,-0.979404083,-0.754492719
